,Latitude,Longitude
0,51.73718391144484,-0.6206426520917254
1,51.737183855514836,-0.6170120832367011
2,51.73718368772482,-0.6133815143996508
3,51.737183408074806,-0.6097509455985487
4,51.737183016564785,-0.6061203768513687
5,51.737182513194774,-0.6024898081760847
6,51.73718189796477,-0.5988592395906709
7,51.737181170874756,-0.5952286711131012
8,51.73718033192479,-0.5915981027613497
9,51.73717938111482,-0.5879675345533903
10,51.737178318444904,-0.5843369665071974
11,51.73717714391502,-0.5807063986407444
12,51.737175857525195,-0.5770758309720057
13,51.73717445927544,-0.5734452635189552
14,51.73717294916574,-0.5698146962995668
15,51.73717132719616,-0.5661841293318146
16,51.737169593366666,-0.5625535626336725
17,51.73716774767731,-0.5589229962231145
18,51.73716579012808,-0.5552924301181144
19,51.737163720719,-0.5516618643366463
20,51.737161539450106,-0.548031298896684
21,51.737159246321404,-0.5444007338162015
22,51.73715684133291,-0.5407701691131725
23,51.73715432448466,-0.5371396048055713
24,51.73715169577667,-0.5335090409113713
25,51.737148955208944,-0.5298784774485468
26,51.73714610278154,-0.5262479144350711
27,51.737143138494474,-0.5226173518889184
28,51.737140062347756,-0.5189867898280626
29,51.737136874341424,-0.5153562282704771
30,51.73713357447551,-0.511725667234136
31,51.737130162750034,-0.508095106737013
32,51.73712663916503,-0.5044645467970815
33,51.73712300372054,-0.5008339874323157
34,51.73711925641659,-0.497203428660689
35,51.73711539725322,-0.49357287050017506
36,51.73711142623045,-0.48994231296874763
37,51.737107343348306,-0.4863117560843804
38,51.73710314860686,-0.4826811998650467
39,51.73709884200613,-0.4790506443287204
40,51.737094423546154,-0.4754200894933749
41,51.73708989322697,-0.47178953537698376
42,51.73708525104864,-0.4681589819975205
43,51.73708049701116,-0.4645284293729586
44,51.737075631114614,-0.4608978775212713
45,51.737070653359034,-0.4572673264604324
46,51.73706556374445,-0.4536367762084151
47,51.737060362270945,-0.45000622678319274
48,51.73705504893852,-0.4463756782027387
49,51.737049623747254,-0.44274513048502623
50,51.73704408669718,-0.43911458364802863
51,51.73703843778835,-0.4354840377097192
52,51.737032677020814,-0.43185349268807105
53,51.73702680439463,-0.4282229486010574
54,51.73702081990985,-0.4245924054666514
55,51.737014723566524,-0.42096186330282614
56,51.737008515364714,-0.4173313221275548
57,51.73700219530447,-0.41370078195881027
